line	FT	PH	GY	seqname
MG273	62.8193166518619	271.397920209793	220.147089911388	MG273-x-MG1522
MG580	63.6151376572913	279.403525901411	237.615735748361	MG580-x-MG1522
MG524	60.9093462388312	NA	214.772635781522	MG524-x-MG1522
MG1112	62.9784808529478	266.829649108792	212.054014316376	MG1112-x-MG1522
MG695	60.9093462388312	256.571075408299	215.051845553617	MG695-x-MG1522
MG222	61.227674641003	283.330636146131	236.87295759867	MG222-x-MG1522
MG325	62.3418240486042	271.139674864902	227.509410744025	MG325-x-MG1522
MG1067	61.8643314453465	268.913421891705	214.818057466934	MG1067-x-MG1522
MG330	60.5910178366594	238.182225849688	214.985048957422	MG330-x-MG1522
MG140	62.1826598475183	256.010059659053	238.874183620678	MG140-x-MG1522
MG1459	60.4318536355735	230.799970990566	182.917339056024	MG1459-x-MG1522
MG165	62.3418240486042	271.077339781653	230.48453113856	MG165-x-MG1522
MG486	59.7951968312299	253.347461103109	217.376367101211	MG486-x-MG1522
MG1306	62.9784808529478	264.116327957974	253.286217215758	MG1306-x-MG1522
MG1343	NA	NA	NA	MG1343-x-MG1522
MG649	63.9334660594631	288.59349817477	239.365806568675	MG649-x-MG1522
MG726	61.3868388420888	259.358344130742	217.349648462733	MG726-x-MG1522
MG487	60.2726894344876	233.667384820044	183.497133510999	MG487-x-MG1522
MG111	62.5009882496901	263.828660100922	223.762121697473	MG111-x-MG1522
MG709	61.7051672442606	271.558210423864	221.48569369914	MG709-x-MG1522
MG180	62.660152450776	269.43881759338	229.001646703026	MG180-x-MG1522
MG1295	61.0685104399171	265.413752217839	202.534163426634	MG1295-x-MG1522
MG605	61.227674641003	237.238294589053	214.988388787232	MG605-x-MG1522
MG638	62.9784808529478	279.074040461378	217.488585382819	MG638-x-MG1522
MG895	62.9784808529478	264.256100671776	249.254374669415	MG895-x-MG1522
MG798	64.2517944616349	258.441127905785	210.782207124819	MG798-x-MG1522
MG1101	62.1826598475183	260.498185653019	230.36162540156	MG1101-x-MG1522
MG899	62.1826598475183	260.248845320021	252.599548206871	MG899-x-MG1522
MG89	62.5009882496901	252.29666969976	228.574148487377	MG89-x-MG1522
MG174	61.5460030431747	264.870546492379	222.040105447561	MG174-x-MG1522
MG275	61.3868388420888	283.811506788342	230.599421284015	MG275-x-MG1522
MG862	61.0685104399171	285.129448548475	260.059392069952	MG862-x-MG1522
MG301	61.8643314453465	253.632421483678	211.426126312141	MG301-x-MG1522
MG1023	62.3418240486042	271.095149805439	244.068286940818	MG1023-x-MG1522
MG348	61.7051672442606	277.987629010458	251.44263116077	MG348-x-MG1522
MG875	63.4559734562054	265.28908205134	236.990519607973	MG875-x-MG1522
MG505	62.1826598475183	263.37450449439	222.653298200633	MG505-x-MG1522
MG658	61.3868388420888	227.888032101624	184.878487120316	MG658-x-MG1522
MG1098	64.2517944616349	278.415069581312	244.46906651799	MG1098-x-MG1522
MG1404	63.2968092551195	254.540732696743	233.287316314911	MG1404-x-MG1522
MG202	61.5460030431747	NA	213.351872180449	MG202-x-MG1522
MG799	62.0234956464324	269.492247664736	222.399471135091	MG799-x-MG1522
MG161	60.7501820377453	263.338884446819	201.339840286664	MG161-x-MG1522
MG1506	63.2968092551195	279.554911103589	229.25280190472	MG1506-x-MG1522
MG221	62.660152450776	NA	253.342994322524	MG221-x-MG1522
MG1091	62.1826598475183	282.876480539599	237.249690401211	MG1091-x-MG1522
MG208	59.4768684290582	254.611972791885	199.675269109479	MG208-x-MG1522
MG518	62.3418240486042	270.284793723195	229.389066960958	MG518-x-MG1522
MG492	63.4559734562054	267.84482046457	232.231930095026	MG492-x-MG1522
MG361	63.6151376572913	259.091193773958	218.418394001856	MG361-x-MG1522
MG406	61.7051672442606	263.436839577639	218.835204762114	MG406-x-MG1522
MG1218	61.227674641003	259.661114535097	232.098336902636	MG1218-x-MG1522
MG1019	63.9334660594631	261.495546985011	231.852525428638	MG1019-x-MG1522
MG609	60.9093462388312	234.406500807146	200.925701390254	MG609-x-MG1522
MG1253	61.227674641003	240.203663549352	208.01415617849	MG1253-x-MG1522
MG357	62.1826598475183	263.793040053351	237.842844175424	MG357-x-MG1522
MG663	62.5009882496901	262.06546774615	235.358010796962	MG663-x-MG1522
MG229	60.4318536355735	270.20464861616	236.846238960192	MG229-x-MG1522
MG1309	NA	NA	NA	MG1309-x-MG1522
MG189	61.3868388420888	248.333939407468	195.257342237128	MG189-x-MG1522
MG581	62.1826598475183	261.379781830405	217.721037537578	MG581-x-MG1522
MG602	62.5009882496901	253.578991412321	220.516697748122	MG602-x-MG1522
MG1088	61.5460030431747	267.016654358541	245.878474697709	MG1088-x-MG1522
MG516	61.0685104399171	264.808211409129	223.404091941867	MG516-x-MG1522
MG218	62.5009882496901	265.502802336767	251.148726137511	MG218-x-MG1522
MG512	61.227674641003	250.809532713664	228.849350463701	MG512-x-MG1522
MG896	60.5910178366594	228.555907993583	193.329592470934	MG896-x-MG1522
MG738	61.8643314453465	264.104715469599	229.172645989286	MG738-x-MG1522
MG736	63.9334660594631	263.801945065244	245.129016888398	MG736-x-MG1522
MG1021	62.8193166518619	268.468171297066	226.362735847127	MG1021-x-MG1522
MG1195	62.5009882496901	281.12219319672	240.437223971646	MG1195-x-MG1522
MG841	62.660152450776	270.569754103764	232.151774179592	MG841-x-MG1522
MG1322	NA	NA	NA	MG1322-x-MG1522
MG1081	63.6151376572913	275.796996084831	244.530519386489	MG1081-x-MG1522
MG292	63.2968092551195	260.088555105951	239.619633634217	MG292-x-MG1522
MG442	61.0685104399171	247.496868289546	206.715630348455	MG442-x-MG1522
MG381	63.1376450540336	268.503791344637	237.003878927212	MG381-x-MG1522
MG1409	60.1135252334017	251.334928415338	226.049237151197	MG1409-x-MG1522
MG1130	62.3418240486042	259.839214772953	235.514982798021	MG1130-x-MG1522
MG491	62.660152450776	264.36296081449	233.497725592926	MG491-x-MG1522
MG1505	62.660152450776	271.923315911468	215.345750576876	MG1505-x-MG1522
MG391	63.1376450540336	257.336906431079	220.593736480161	MG391-x-MG1522
MG405	61.7051672442606	252.082949414333	207.501158319711	MG405-x-MG1522
MG921	62.8193166518619	266.473448633081	229.816565176608	MG921-x-MG1522
MG739	62.660152450776	246.490601945661	223.179655378651	MG739-x-MG1522
MG206	60.5910178366594	254.843503101098	210.513239501926	MG206-x-MG1522
MG494	63.4559734562054	265.974767967085	225.017007080208	MG494-x-MG1522
MG431	64.5701228638067	258.093832441966	211.15893992736	MG431-x-MG1522
MG262	64.5701228638067	250.943107892056	221.830364135508	MG262-x-MG1522
MG316	63.7743018583772	NA	245.440734332856	MG316-x-MG1522
MG363	62.0234956464324	279.519291056017	211.885686893964	MG363-x-MG1522
MG186	61.0685104399171	242.385391463085	205.935446104895	MG186-x-MG1522
MG1262	59.4768684290582	251.557553712658	227.168748103429	MG1262-x-MG1522
MG960	60.9093462388312	252.278859675974	211.820043024535	MG960-x-MG1522
MG1167	63.7743018583772	264.024570362564	219.62073273337	MG1167-x-MG1522
MG713	62.9784808529478	270.774569377298	231.096387959708	MG713-x-MG1522
MG366	62.660152450776	268.111970821354	226.514141460716	MG366-x-MG1522
MG543	62.3418240486042	271.869885840111	246.526401680802	MG543-x-MG1522
MG461	60.5910178366594	266.117248157369	249.919668767519	MG461-x-MG1522
MG540	60.5910178366594	276.420346917327	221.43760014988	MG540-x-MG1522
MG720	61.5460030431747	297.311504817811	236.058039125088	MG720-x-MG1522
MG352	61.0685104399171	257.897922180324	202.73455321522	MG352-x-MG1522
MG158	59.9543610323158	251.984994283512	203.744517749692	MG158-x-MG1522
MG1299	62.660152450776	282.012694385998	249.299796354827	MG1299-x-MG1522
MG75	63.1376450540336	253.614611459893	235.879024247285	MG75-x-MG1522
MG1344	NA	NA	NA	MG1344-x-MG1522
MG354	64.092630260549	257.301286383508	222.765516482241	MG354-x-MG1522
MG459	62.1826598475183	267.675625238607	229.53334760874	MG459-x-MG1522
MG1014	59.9543610323158	254.184532221031	226.687812610824	MG1014-x-MG1522
MG1236	62.0234956464324	254.870218136776	235.913758477307	MG1236-x-MG1522
MG1329	NA	NA	NA	MG1329-x-MG1522
MG504	62.1826598475183	256.312830063408	218.284800809466	MG504-x-MG1522
MG945	61.3868388420889	274.764014705268	241.231658160181	MG945-x-MG1522
MG323	62.1826598475183	261.940797579651	221.664708576944	MG323-x-MG1522
MG152	61.3868388420888	248.138029145827	220.387557657691	MG152-x-MG1522
MG936	63.7743018583772	257.078661086188	234.609888919576	MG936-x-MG1522
MG1210	60.5910178366594	254.959268255704	221.370803553685	MG1210-x-MG1522
MG62	61.7051672442606	262.964873947322	219.318812118568	MG62-x-MG1522
MG116	62.0234956464324	NA	237.756008600371	MG116-x-MG1522
MG1470	62.9784808529478	265.38703718216	218.278121149846	MG1470-x-MG1522
MG178	59.4768684290582	259.857024796738	214.931611680466	MG178-x-MG1522
MG1102	61.7051672442606	279.964541650657	254.92941348216	MG1102-x-MG1522
MG689	63.2968092551195	263.677274898745	245.447636652249	MG689-x-MG1522
MG1455	63.2968092551195	NA	217.399745909879	MG1455-x-MG1522
MG1330	NA	NA	NA	MG1330-x-MG1522
MG395	62.660152450776	271.317775102758	235.077465092943	MG395-x-MG1522
MG789	63.9334660594631	NA	252.431220784459	MG789-x-MG1522
MG1446	64.4109586627208	267.84482046457	236.213007228261	MG1446-x-MG1522
MG578	62.8193166518619	243.035457331259	226.006487329633	MG578-x-MG1522
MG772	63.6151376572913	264.817116421022	222.118925431071	MG772-x-MG1522
MG745	63.6151376572913	262.056562734257	238.184842747944	MG745-x-MG1522
MG623	61.7051672442606	267.924965571605	222.418174182026	MG623-x-MG1522
MG282	60.2726894344876	256.695745574798	203.757877068931	MG282-x-MG1522
MG49	61.7051672442606	275.075690121515	231.914646263099	MG49-x-MG1522
MG82	59.9543610323158	241.521605309484	197.142342181757	MG82-x-MG1522
MG1270	61.5460030431747	263.837565112815	222.300612172722	MG1270-x-MG1522
MG996	62.1826598475183	248.565469716681	237.551611016013	MG996-x-MG1522
MG1504	61.227674641003	267.372854834253	227.622964957557	MG1504-x-MG1522
MG885	63.9334660594631	297.97938070977	248.558354137061	MG885-x-MG1522
MG909	61.3868388420888	264.042380386349	225.472114560071	MG909-x-MG1522
MG521	63.6151376572913	259.901549856202	205.235417776769	MG521-x-MG1522
MG1084	63.1376450540336	278.0588691056	250.496791358646	MG1084-x-MG1522
MG1266	60.2726894344876	252.554915044651	232.162906941172	MG1266-x-MG1522
MG690	64.092630260549	260.133080165415	237.589017109883	MG690-x-MG1522
MG1395	61.5460030431747	283.125820872597	249.532248509587	MG1395-x-MG1522
MG603	63.2968092551195	262.786773709466	209.57897776757	MG603-x-MG1522
MG195	61.3868388420889	255.867579468768	216.69504182002	MG195-x-MG1522
MG285	61.3868388420888	272.947392279139	244.32211400636	MG285-x-MG1522
MG269	60.4318536355735	280.062496781478	242.043014144179	MG269-x-MG1522
MG793	62.0234956464324	269.857353152341	237.776047579229	MG793-x-MG1522
MG1426	62.5009882496901	271.780835721183	213.788053953604	MG1426-x-MG1522
MG1121	63.6151376572913	270.881429520012	228.488648844247	MG1121-x-MG1522
MG1169	NA	NA	NA	MG1169-x-MG1522
MG831	65.8434364724938	270.409463889694	219.308124663176	MG831-x-MG1522
MG1238	60.5910178366594	233.133084106477	199.803518574174	MG1238-x-MG1522
MG637	61.227674641003	244.816459709817	219.709794866084	MG637-x-MG1522
MG1463	60.1135252334017	259.83030976106	200.602405864669	MG1463-x-MG1522
MG706	63.2968092551195	276.571732119504	243.742319551386	MG706-x-MG1522
MG1402	61.3868388420888	263.75742000578	234.521717412598	MG1402-x-MG1522
MG109	59.7951968312299	249.963556583849	210.242490627562	MG109-x-MG1522
MG1424	61.8643314453465	259.135718833422	228.085197403228	MG1424-x-MG1522
MG684	60.4318536355735	236.365603423559	199.627175560219	MG684-x-MG1522
MG364	62.5009882496901	237.719165231263	214.57358192486	MG364-x-MG1522
MG112	60.7501820377453	267.711245286178	225.194240719899	MG112-x-MG1522
MG1145-1-1	61.3868388420888	269.091522129561	235.371370116201	MG1145-1-1-x-MG1522
MG133	59.1585400268864	271.985650994718	227.256919610407	MG133-x-MG1522
MG1004	60.9093462388312	248.102409098256	224.170916866188	MG1004-x-MG1522
MG261	60.4318536355735	269.634727855021	227.142029464951	MG261-x-MG1522
MG85	62.8193166518619	244.994559947672	201.732604272292	MG85-x-MG1522
MG1115	61.0685104399171	273.535123064063	221.990675966376	MG1115-x-MG1522
MG100	62.1826598475183	267.764675357535	222.129612886462	MG100-x-MG1522
MG129	62.660152450776	259.00214365503	247.426819797514	MG129-x-MG1522
MG1041	62.5009882496901	274.764014705268	256.326798274564	MG1041-x-MG1522
MG982	61.8643314453465	255.466853933593	220.307401742257	MG982-x-MG1522
MG1421	63.6151376572913	243.240272604793	231.799978777417	MG1421-x-MG1522
MG930	61.5460030431747	258.770613345818	218.578705832725	MG930-x-MG1522
MG141	58.9993758258005	256.669030539119	225.477458287766	MG141-x-MG1522
MG723	61.5460030431747	NA	210.130272345954	MG723-x-MG1522
MG472	64.4109586627208	267.399569869931	226.731230398351	MG472-x-MG1522
MG554	62.0234956464324	264.256100671776	214.116693206884	MG554-x-MG1522
MG407	61.0685104399171	258.129452489537	229.059091775754	MG407-x-MG1522
MG277	62.0234956464324	272.644621874784	247.666396918081	MG277-x-MG1522
MG733	62.0234956464324	272.885057195889	239.440618756414	MG733-x-MG1522
MG95	61.5460030431747	268.566126427886	220.59596303782	MG95-x-MG1522
MG122	60.5910178366594	260.996866319015	213.920756520259	MG122-x-MG1522
MG628	NA	NA	NA	MG628-x-MG1522
MG801	63.9334660594631	260.088555105951	216.855353650888	MG801-x-MG1522
MG795	61.5460030431747	270.783474389191	225.386614916941	MG795-x-MG1522
MG787	62.3418240486042	274.024898718166	241.691218742004	MG787-x-MG1522
MG577	61.5460030431747	262.715533614324	224.360619199382	MG577-x-MG1522
MG449	63.7743018583772	265.280177039447	220.101668225976	MG449-x-MG1522
MG120	60.9093462388312	NA	193.797168644301	MG120-x-MG1522
MG1242	62.9784808529478	268.468171297066	234.860376155308	MG1242-x-MG1522
MG1486	61.227674641003	264.90616653995	221.48569369914	MG1486-x-MG1522
MG657	62.3418240486042	259.109003797744	233.984672779189	MG657-x-MG1522
MG87	60.4318536355735	258.23631263225	215.738514562504	MG87-x-MG1522
MG1275	64.092630260549	285.904184583148	233.752220624429	MG1275-x-MG1522
MG290	61.7051672442606	283.713551657521	235.138712488393	MG290-x-MG1522
MG849	61.3868388420888	274.99554501448	244.434332287968	MG849-x-MG1522
MG163	62.5009882496901	279.875491531729	217.964177147729	MG163-x-MG1522
MG300	60.1135252334017	264.487630980989	201.313121648186	MG300-x-MG1522
MG913	62.0234956464324	263.31216941114	223.805539485	MG913-x-MG1522
MG447	64.092630260549	267.933870583498	243.966756114602	MG447-x-MG1522
MG188	62.0234956464324	266.785124049328	232.058258944919	MG188-x-MG1522
MG241	62.5009882496901	272.181561256359	229.439832374066	MG241-x-MG1522
MG971	61.227674641003	257.479386621363	202.163664977525	MG971-x-MG1522
MG721	62.5009882496901	266.197393264404	214.259192616554	MG721-x-MG1522
MG901	62.8193166518619	286.776875748641	261.352574172292	MG901-x-MG1522
MG873	61.5460030431747	253.133740817682	224.015948763015	MG873-x-MG1522
MG69	60.2726894344876	248.14693415772	195.681723282741	MG69-x-MG1522
MG1235	61.7051672442606	263.588224779817	238.126061743292	MG1235-x-MG1522
MG1271	60.7501820377453	257.399241514328	234.078188013862	MG1271-x-MG1522
MG84	62.1826598475183	250.034796678991	206.766395761563	MG84-x-MG1522
MG802	63.9334660594631	264.220480624205	229.789846538129	MG802-x-MG1522
MG179	61.227674641003	232.082292703127	198.873709955137	MG179-x-MG1522
MG949	62.660152450776	247.354388099262	216.904783132073	MG949-x-MG1522
MG944	61.0685104399171	267.862630488356	220.537182033168	MG944-x-MG1522
MG959	63.2968092551195	255.466853933593	214.728550028033	MG959-x-MG1522
MG414	60.9093462388312	274.559199431734	229.586784885696	MG414-x-MG1522
MG1226	60.9093462388312	265.28908205134	223.572419364279	MG1226-x-MG1522
MG579	63.2968092551195	248.636709811823	216.441214754478	MG579-x-MG1522
MG900	62.3418240486042	258.90418852421	209.594563644469	MG900-x-MG1522
MG251	61.7051672442606	251.673318867264	198.646601528073	MG251-x-MG1522
MG1013	63.4559734562054	272.849437148318	227.235544699624	MG1013-x-MG1522
MG916	61.8643314453465	248.031169003114	219.447061583263	MG916-x-MG1522
MG1401	63.1376450540336	261.566787080154	219.714247968043	MG1401-x-MG1522
MG732	62.3418240486042	283.686836621843	233.140363803281	MG732-x-MG1522
MG890	63.6151376572913	277.266323047142	227.526777859036	MG890-x-MG1522
MG748	62.5009882496901	269.750493009627	223.329279754128	MG748-x-MG1522
MG471	60.5910178366594	270.079978449661	238.911589714548	MG471-x-MG1522
MG312	62.8193166518619	277.67595359421	258.202446695725	MG312-x-MG1522
MG1016	61.7051672442606	261.735982306117	211.15893992736	MG1016-x-MG1522
MG616	62.0234956464324	259.643304511311	226.590957546341	MG616-x-MG1522
MG484	62.1826598475183	272.430901589357	216.112575501198	MG484-x-MG1522
MG1469	62.660152450776	272.662431898569	213.257688979814	MG1469-x-MG1522
MG646	61.3868388420888	273.659793230562	234.030985090337	MG646-x-MG1522
MG1093	62.8193166518619	265.342512122697	222.402810964901	MG1093-x-MG1522
MG659	62.8193166518619	241.726420583019	223.518982087323	MG659-x-MG1522
MG627	62.8193166518619	254.478397613493	213.649117033518	MG627-x-MG1522
MG473	61.227674641003	254.807883053526	219.914637756629	MG473-x-MG1522
MG54	63.9334660594631	268.165400892711	216.833978740106	MG54-x-MG1522
MG781	62.9784808529478	297.792375460022	240.626926304841	MG781-x-MG1522
MG1485	60.9093462388312	258.752803322032	206.095757935763	MG1485-x-MG1522
MG625	63.6151376572913	263.454649601425	224.064042312276	MG625-x-MG1522
MG1500	NA	NA	NA	MG1500-x-MG1522
MG1258	63.4559734562054	263.748514993887	234.676685515771	MG1258-x-MG1522
MG375	60.2726894344876	NA	228.958896881461	MG375-x-MG1522
MG168	62.1826598475183	275.351745490192	229.129896167721	MG168-x-MG1522
MG591	63.1376450540336	247.861973777151	224.945757382053	MG591-x-MG1522
MG1183	62.1826598475183	267.720150298071	219.23064061159	MG1183-x-MG1522
MG994	63.1376450540336	272.21718130393	224.261760237014	MG994-x-MG1522
MG92	61.0685104399171	247.728398598759	202.280336361093	MG92-x-MG1522
MG1180	60.9093462388312	272.502141684499	221.113636658333	MG1180-x-MG1522
MG332	62.3418240486042	271.549305411971	224.916366879727	MG332-x-MG1522
MG844	61.7051672442606	262.706628602431	233.541143380453	MG844-x-MG1522
MG1109	62.0234956464324	263.125164161392	234.342702534795	MG1109-x-MG1522
MG1509	NA	NA	NA	MG1509-x-MG1522
MG947	61.5460030431747	256.624505479656	219.558389239135	MG947-x-MG1522
MG647	60.4318536355735	253.454321245822	218.204644894032	MG647-x-MG1522
MG324	60.2726894344876	276.384726869756	225.645785710178	MG324-x-MG1522
MG475	62.0234956464324	262.243567984006	217.553378081128	MG475-x-MG1522
MG1408	NA	NA	NA	MG1408-x-MG1522
MG956	64.092630260549	253.668041531249	236.239725866739	MG956-x-MG1522
MG271	60.5910178366594	260.622855819518	227.593574455231	MG271-x-MG1522
MG992	63.1376450540336	272.448711613143	252.351064869025	MG992-x-MG1522
MG1066	64.5701228638067	277.471138320676	225.859534818003	MG1066-x-MG1522
MG641	65.0476154670643	277.622523522853	238.069952602488	MG641-x-MG1522
MG1278	60.9093462388312	273.125492516995	229.381051369415	MG1278-x-MG1522
MG1030	61.8643314453465	279.661771246302	231.368918072184	MG1030-x-MG1522
MG1205	62.0234956464324	254.015336995068	211.631859828423	MG1205-x-MG1522
MG304	62.660152450776	271.424635245472	215.885467074134	MG304-x-MG1522
MG1068	62.1826598475183	281.923644267071	243.178556279498	MG1068-x-MG1522
MG986	61.5460030431747	260.008409998916	224.683914724967	MG986-x-MG1522
MG1403	60.7501820377453	252.077606407197	223.374701439541	MG1403-x-MG1522
MG51	63.1376450540336	242.599111748512	193.80607486158	MG51-x-MG1522
MG1475	61.5460030431747	261.228396628228	217.964177147729	MG1475-x-MG1522
MG1108	63.7743018583772	266.945414263399	233.541143380453	MG1108-x-MG1522
MG575	62.3418240486042	NA	221.6566929854	MG575-x-MG1522
MG1003	63.2968092551195	263.890995184172	229.175317853133	MG1003-x-MG1522
MG228	61.7051672442606	251.7534639743	223.281186204868	MG228-x-MG1522
MG298	62.3418240486042	248.609994776145	225.966409371915	MG298-x-MG1522
MG66	59.9543610323158	247.639348479831	221.798301769334	MG66-x-MG1522
MG529	61.8643314453465	266.865269156363	222.752157163002	MG529-x-MG1522
MG673	61.7051672442606	282.511375051995	248.36998773579	MG673-x-MG1522
MG760	62.5009882496901	262.555243400253	229.306239181676	MG760-x-MG1522
MG931	63.2968092551195	270.480703984836	251.180788503685	MG931-x-MG1522
MG260	63.2968092551195	263.080639101928	229.361012390556	MG260-x-MG1522
MG1057	62.3418240486042	260.747525986017	222.479627050525	MG1057-x-MG1522
MG181	63.6151376572913	253.953001911819	231.648573150468	MG181-x-MG1522
MG287	62.660152450776	265.440467253517	215.051845553617	MG287-x-MG1522
MG280	60.5910178366594	260.827671093052	208.445662189911	MG280-x-MG1522
MG1260	61.3868388420889	251.334928415338	224.732008274228	MG1260-x-MG1522
MG1283	62.5009882496901	266.001483002763	226.506125869173	MG1283-x-MG1522
MG421	61.8643314453465	NA	235.825586970329	MG421-x-MG1522
MG462	64.4109586627208	254.985983291382	240.100569126823	MG462-x-MG1522
MG1028	63.9334660594631	275.307220430728	242.612121143763	MG1028-x-MG1522
MG294	61.7051672442606	257.746536978147	217.717029741807	MG294-x-MG1522
MG834	66.0026006735797	265.102076801591	231.518542447662	MG834-x-MG1522
MG419	62.8193166518619	259.44739424967	210.418833641517	MG419-x-MG1522
MG556	61.7051672442606	NA	256.439016556172	MG556-x-MG1522
MG784	61.5460030431747	281.28248341079	269.30404098337	MG784-x-MG1522
MG258	62.0234956464324	253.463226257715	226.431313681434	MG258-x-MG1522
MG1045	64.4109586627208	294.524236095368	247.22375814508	MG1045-x-MG1522
MG1136	64.2517944616349	277.622523522853	231.666385585027	MG1136-x-MG1522
MG817	62.0234956464324	243.45399289022	205.628181762397	MG817-x-MG1522
MG182	61.3868388420888	253.44541623393	228.043783513587	MG182-x-MG1522
MG159	61.7051672442606	274.479054324699	217.349648462733	MG159-x-MG1522
MG1282	61.0685104399171	271.549305411971	222.824297486893	MG1282-x-MG1522
MG1008	64.2517944616349	281.255768375111	226.417286396233	MG1008-x-MG1522
MG132	60.5910178366594	244.941129876316	221.210491722816	MG132-x-MG1522
MG1042	61.227674641003	279.127470532735	234.229148321263	MG1042-x-MG1522
MG1090	61.8643314453465	264.923976563735	229.060427707678	MG1090-x-MG1522
MG1436	63.2968092551195	277.13274786875	250.312432753147	MG1436-x-MG1522
MG717	62.660152450776	NA	230.173722881674	MG717-x-MG1522
MG266	62.1826598475183	263.285454375462	214.824737126554	MG266-x-MG1522
MG735	62.3418240486042	276.945742619001	226.287033033652	MG735-x-MG1522
MG272	62.3418240486042	261.486641973119	226.113361883545	MG272-x-MG1522
MG830	62.8193166518619	257.710916930576	227.327724002374	MG830-x-MG1522
MG1466	62.8193166518619	249.081960406463	212.480176600102	MG1466-x-MG1522
MG1062	62.9784808529478	266.731693977972	233.952610413015	MG1062-x-MG1522
MG1213	61.5460030431747	272.869028174482	217.60881925597	MG1213-x-MG1522
MG114	64.2517944616349	256.847130776975	232.913255376218	MG114-x-MG1522
MG474	61.8643314453465	272.27951638718	227.125330315902	MG474-x-MG1522
MG423	62.660152450776	263.463554613318	241.261048662507	MG423-x-MG1522
MG1022	61.8643314453465	254.834598089205	224.617118128772	MG1022-x-MG1522
MG725	60.5910178366594	270.792379401084	237.834828583881	MG725-x-MG1522
MG614	62.8193166518619	264.541061052345	224.198526130402	MG614-x-MG1522
MG864	59.9543610323158	264.861641480486	227.767245605338	MG864-x-MG1522
MG127	60.9093462388312	255.057223386525	232.312086010461	MG127-x-MG1522
MG692	62.8193166518619	254.505112649172	231.336855706011	MG692-x-MG1522
MG392	59.9543610323158	282.81414545635	224.325884969361	MG392-x-MG1522
MG1146	62.8193166518619	263.267644351676	228.393352371461	MG1146-x-MG1522
MG76	62.3418240486042	247.203002897084	189.8962474265	MG76-x-MG1522
MG58	61.227674641003	NA	205.076887184012	MG58-x-MG1522
MG950	64.2517944616349	252.519294997079	217.429804378167	MG950-x-MG1522
MG1031	63.9334660594631	274.879779859874	223.25001446443	MG1031-x-MG1522
MG1123	64.8884512659785	273.837893468418	230.829201574927	MG1123-x-MG1522
MG444	62.8193166518619	NA	245.909201131958	MG444-x-MG1522
MG501	64.4109586627208	257.719821942469	240.648301215623	MG501-x-MG1522
MG1025	64.5701228638067	275.200360288015	252.217471676634	MG1025-x-MG1522
MG1133	62.5009882496901	259.937169903773	234.699841664666	MG1133-x-MG1522
MG252	63.1376450540336	265.467182289196	231.732291555486	MG252-x-MG1522
MG652	63.4559734562054	265.689807586515	238.550888095094	MG652-x-MG1522
MG615	62.1826598475183	263.935520243636	223.417451261106	MG615-x-MG1522
MG558	60.9093462388312	282.653855242279	237.342315010148	MG558-x-MG1522
MG538	62.660152450776	247.024902659228	209.833695458847	MG538-x-MG1522
MG618	62.1826598475183	263.294359387355	206.452006453257	MG618-x-MG1522
MG898	61.0685104399171	264.861641480486	226.273673714413	MG898-x-MG1522
MG915	61.227674641003	239.117252098431	210.207756397541	MG915-x-MG1522
MG550	62.660152450776	259.393964178313	230.110470199866	MG550-x-MG1522
MG742	62.0234956464324	249.23334560864	214.451789460011	MG742-x-MG1522
MG1452	63.1376450540336	273.472787980813	220.141746183693	MG1452-x-MG1522
MG1135	61.227674641003	261.922987555865	229.172645989286	MG1135-x-MG1522
MG1190	61.7051672442606	260.987961307122	225.239662405311	MG1190-x-MG1522
MG1139	62.8193166518619	270.827999448655	239.622305498065	MG1139-x-MG1522
MG322	61.0685104399171	259.117908809637	201.941009652421	MG322-x-MG1522
MG107	61.7027922908777	259.779625257053	239.228993480479	MG107-x-MG1522
MG1162	61.7051672442606	268.245545999746	231.9901264168	MG1162-x-MG1522
MG350	63.7743018583772	255.511378993057	218.268769626379	MG350-x-MG1522
MG1182	64.2517944616349	264.354055802597	210.977253185709	MG1182-x-MG1522
MG80	60.9093462388312	248.111314110149	217.13322749106	MG80-x-MG1522
MG941	61.8643314453465	264.158145540955	236.65052493334	MG941-x-MG1522
MG715	62.660152450776	269.385387522023	220.255300397225	MG715-x-MG1522
MG978	63.2968092551195	257.719821942469	225.031257025182	MG978-x-MG1522
MG1082	64.092630260549	258.752803322032	222.164347116484	MG1082-x-MG1522
MG1317	NA	NA	NA	MG1317-x-MG1522
MG1293	60.4318536355735	267.194754596397	217.534007068232	MG1293-x-MG1522
MG328	62.9784808529478	261.272921687692	228.134626884412	MG328-x-MG1522
MG1051	63.2968092551195	278.530834735918	238.684481287484	MG1051-x-MG1522
MG683	63.2968092551195	265.591852455695	231.50785499227	MG683-x-MG1522
MG877	61.3868388420888	271.985650994718	234.265218483209	MG877-x-MG1522
MG642	61.3868388420888	258.263027667929	206.328210090523	MG642-x-MG1522
MG785	60.9093462388312	260.800956057374	233.380831549584	MG785-x-MG1522
MG360	62.3418240486042	258.761708333925	218.95009490757	MG360-x-MG1522
MG60	62.8193166518619	266.295348395225	211.934671068961	MG60-x-MG1522
MG746	62.3418240486042	261.540072044475	229.956392722429	MG746-x-MG1522
MG73	63.9334660594631	256.517645336942	182.628777760461	MG73-x-MG1522
MG1076	62.8193166518619	254.540732696743	257.062006138899	MG1076-x-MG1522
