line	FT	PH	GY	seqname
MG457	61.0685104399171	272.074701113645	244.936642691356	MG457-x-MG1522
MG823	61.8643314453465	247.452343230082	214.584269380251	MG823-x-MG1522
MG995	60.4318536355735	259.109003797744	216.764510280063	MG995-x-MG1522
MG64	61.0685104399171	249.847791429243	229.159286670047	MG64-x-MG1522
MG488	62.660152450776	258.975428619352	223.233092655607	MG488-x-MG1522
MG511	60.9093462388312	263.944425255529	221.063539211187	MG511-x-MG1522
MG1100	64.092630260549	261.780507365581	228.094994232883	MG1100-x-MG1522
MG508	62.0234956464324	264.36296081449	229.207380219307	MG508-x-MG1522
MG225	62.5009882496901	255.119558469774	225.407989827723	MG225-x-MG1522
MG969	63.4559734562054	251.7534639743	220.26732378454	MG969-x-MG1522
MG1301	62.660152450776	275.37846052587	251.111988009604	MG1301-x-MG1522
MG809	61.0685104399171	267.720150298071	226.99774881717	MG809-x-MG1522
MG1134	NA	NA	NA	MG1134-x-MG1522
MG331	60.7501820377453	277.497853356354	223.975195484466	MG331-x-MG1522
MG1119	61.3868388420888	242.563491700941	225.218287494529	MG1119-x-MG1522
MG1456	62.5009882496901	NA	229.715924976127	MG1456-x-MG1522
MG443	61.3994178570835	253.779677738385	204.662619452121	MG443-x-MG1522
MG674	61.5460030431747	273.161112564566	226.413946566423	MG674-x-MG1522
MG1256	62.8193166518619	257.826682085182	233.383503413432	MG1256-x-MG1522
MG169	60.2726894344876	248.761379978322	193.083780996936	MG169-x-MG1522
MG1043	NA	279.830966472265	237.051081850737	MG1043-x-MG1522
MG547	61.7051672442606	262.252472995898	203.854064167452	MG547-x-MG1522
MG172	60.9093462388312	240.978399584024	200.530265540778	MG172-x-MG1522
MG563	63.1376450540336	268.174305904604	229.987564462867	MG563-x-MG1522
MG750	61.227674641003	256.232684956373	228.250852961792	MG750-x-MG1522
MG1493	62.1826598475183	276.340201810292	241.276189219858	MG1493-x-MG1522
MG344	62.660152450776	261.851747460723	221.483021835293	MG344-x-MG1522
MG632	60.7501820377453	264.345150790704	229.06220894579	MG632-x-MG1522
MG926	62.8193166518619	265.315797087018	239.101292047742	MG926-x-MG1522
MG845	60.1135252334017	254.638687827563	220.217448997167	MG845-x-MG1522
MG1263	60.7501820377453	260.961246271444	220.008152991302	MG1263-x-MG1522
MG1326	NA	NA	NA	MG1326-x-MG1522
MG938	63.1376450540336	269.545677736093	221.958613600203	MG938-x-MG1522
MG1241	62.1826598475183	282.929910610956	233.225863446411	MG1241-x-MG1522
MG223	60.7501820377453	274.479054324699	212.266427492277	MG223-x-MG1522
MG884	62.1826598475183	274.603724491198	235.798868331851	MG884-x-MG1522
MG1211	62.5009882496901	266.037103050334	243.630101269778	MG1211-x-MG1522
MG681	60.5910178366594	282.876480539599	230.134516974497	MG681-x-MG1522
MG951	63.2968092551195	263.37450449439	224.162901274645	MG951-x-MG1522
MG1087	60.4318536355735	272.528856720178	201.470761615207	MG1087-x-MG1522
MG819	63.4559734562054	255.012698327061	222.043222617597	MG819-x-MG1522
MG1107	62.1826598475183	251.521933665087	249.558967148065	MG1107-x-MG1522
MG1188	62.0234956464324	248.859335109143	237.054644340321	MG1188-x-MG1522
MG1451	63.6151376572913	253.855046780998	236.313202122554	MG1451-x-MG1522
MG608	61.227674641003	265.99257799087	220.104340089823	MG608-x-MG1522
MG935	63.2968092551195	255.253133648166	228.333680741074	MG935-x-MG1522
MG1419	NA	NA	NA	MG1419-x-MG1522
MG244	61.5460030431747	273.428262921349	230.802482936449	MG244-x-MG1522
MG818	62.3418240486042	261.52226202069	222.335346402744	MG818-x-MG1522
MG970	61.8643314453465	267.061179418005	241.532688149248	MG970-x-MG1522
MG388	61.0685104399171	264.861641480486	228.27089194065	MG388-x-MG1522
MG856	60.5910178366594	278.0588691056	229.968861415933	MG856-x-MG1522
MG975	62.8193166518619	262.492908317004	228.55811730429	MG975-x-MG1522
MG1337	NA	NA	NA	MG1337-x-MG1522
MG1502	61.7051672442606	278.067774117493	224.630477448011	MG1502-x-MG1522
MG893	61.7051672442606	NA	227.943588619294	MG893-x-MG1522
MG1483	58.8402116247146	255.422328874129	197.831683054491	MG1483-x-MG1522
MG1490	59.9543610323158	262.332618102934	204.55142063173	MG1490-x-MG1522
MG1251	65.3659438692361	266.339873454689	232.031540306441	MG1251-x-MG1522
MG289	62.3418240486042	269.011377022526	225.755332127939	MG289-x-MG1522
MG774	60.5910178366594	259.589874439954	224.678570997272	MG774-x-MG1522
MG597	61.0685104399171	257.577341752184	222.472529877275	MG597-x-MG1522
MG1443	62.3418240486042	259.411774202099	222.065488154115	MG1443-x-MG1522
MG567	62.8193166518619	264.469820957203	224.852242147379	MG567-x-MG1522
MG1406	61.3868388420889	NA	254.483212219576	MG1406-x-MG1522
MG1089	65.525108070322	NA	232.895442955019	MG1089-x-MG1522
MG302	61.7051672442606	246.579652064589	219.871887935064	MG302-x-MG1522
MG466	NA	NA	NA	MG466-x-MG1522
MG446	62.1826598475183	249.749836298422	228.210775004075	MG446-x-MG1522
MG254	61.3868388420888	257.443766573792	204.393780664709	MG254-x-MG1522
MG850	61.3868388420888	254.095482102103	236.974488424887	MG850-x-MG1522
MG1305	62.5009882496901	290.677270957683	239.240228967828	MG1305-x-MG1522
MG541	62.3418240486042	268.637366523029	215.150704515986	MG541-x-MG1522
MG804	62.0234956464324	268.708606618171	219.727607287282	MG804-x-MG1522
MG425	63.1376450540336	292.698708657346	235.582447360178	MG425-x-MG1522
MG362	62.5009882496901	259.465204273455	222.489646539955	MG362-x-MG1522
MG565	62.1826598475183	266.161773216833	218.017614424685	MG565-x-MG1522
MG711	61.0685104399171	276.251151691364	227.430590760514	MG711-x-MG1522
MG1400	64.5701228638067	267.6845302505	262.46406953298	MG1400-x-MG1522
MG155	63.2968092551195	252.243239628403	208.746246872789	MG155-x-MG1522
MG1141	62.3418240486042	262.314808079148	202.924255548415	MG1141-x-MG1522
MG315	62.8193166518619	255.90319951634	216.057527530087	MG315-x-MG1522
MG888	63.2968092551195	275.485320668584	248.079422542341	MG888-x-MG1522
MG274	61.5460030431747	276.420346917327	228.475289525008	MG274-x-MG1522
MG1484	62.5009882496901	255.564809064414	208.086296502381	MG1484-x-MG1522
MG353	62.660152450776	258.369887810642	233.971981425912	MG353-x-MG1522
MG214	62.0234956464324	267.265994691539	237.371705512474	MG214-x-MG1522
MG549	61.227674641003	258.200692584679	235.509416410552	MG549-x-MG1522
MG284	61.0685104399171	275.138025204765	232.88653673774	MG284-x-MG1522
MG883	62.5009882496901	271.050624745975	218.659752373895	MG883-x-MG1522
MG1394	62.1826598475183	270.738949329727	239.980335253671	MG1394-x-MG1522
MG1131	62.5009882496901	263.846470124708	239.212174397426	MG1131-x-MG1522
MG1321	NA	NA	NA	MG1321-x-MG1522
MG846	61.3868388420888	260.515995676804	233.960626004559	MG846-x-MG1522
MG143	61.8643314453465	282.689475289851	228.352383788008	MG143-x-MG1522
MG821	63.9334660594631	250.034796678991	216.844666195497	MG821-x-MG1522
MG1319	NA	NA	NA	MG1319-x-MG1522
MG227	61.8643314453465	274.51467437227	224.837546896216	MG227-x-MG1522
MG148	61.5460030431747	270.792379401084	221.611271299987	MG148-x-MG1522
MG499	62.1826598475183	258.280837691714	225.578989113983	MG499-x-MG1522
MG672	63.2968092551195	268.334596118674	243.352227429606	MG672-x-MG1522
MG134	63.4559734562054	237.532159981515	204.484624035535	MG134-x-MG1522
MG1332	NA	NA	NA	MG1332-x-MG1522
MG1234	62.1826598475183	293.535779775268	258.462953420887	MG1234-x-MG1522
MG940	61.227674641003	261.103726461729	216.797463271972	MG940-x-MG1522
MG1118	63.1376450540336	268.690796594385	227.128670145712	MG1118-x-MG1522
MG493	63.1376450540336	261.664742210974	219.687529329565	MG493-x-MG1522
MG1199	62.9784808529478	265.547327396231	221.002086342687	MG1199-x-MG1522
MG1331	NA	NA	NA	MG1331-x-MG1522
MG147	60.2726894344876	251.326023403446	201.524198892163	MG147-x-MG1522
MG892	63.4559734562054	264.754781337772	234.561795370315	MG892-x-MG1522
MG1085	61.0685104399171	263.383409506283	213.718140187373	MG1085-x-MG1522
MG1079	61.8643314453465	250.952012903949	214.223567760797	MG1079-x-MG1522
MG770	62.9784808529478	243.756763294575	234.943871900552	MG770-x-MG1522
MG782	64.5701228638067	270.774569377298	236.565693256172	MG782-x-MG1522
MG399	62.660152450776	261.451021925547	216.708401139259	MG399-x-MG1522
MG338	62.1826598475183	259.723449618346	231.717596304323	MG338-x-MG1522
MG943	60.7501820377453	254.291392363745	221.335178697927	MG943-x-MG1522
MG318	60.9093462388312	247.292053016012	219.226632815818	MG318-x-MG1522
MG737	63.7743018583772	250.969822927734	220.088308906737	MG737-x-MG1522
MG299	60.5910178366594	261.317446747156	216.972915660192	MG299-x-MG1522
MG1413	64.092630260549	256.54436037262	235.732071735656	MG1413-x-MG1522
MG303	61.7051672442606	280.365267185832	241.436501050727	MG303-x-MG1522
MG1201	61.0685104399171	273.641983206776	222.065488154115	MG1201-x-MG1522
MG806	63.2968092551195	258.68156322689	217.598131800579	MG806-x-MG1522
MG96	65.0476154670643	257.559531728398	217.757107699524	MG96-x-MG1522
MG1140	60.9093462388312	263.018304018678	206.492529717163	MG1140-x-MG1522
MG564	62.5009882496901	240.969494572131	215.813326750243	MG564-x-MG1522
MG687	61.7051672442606	267.007749346648	222.371416564689	MG687-x-MG1522
MG436	61.227674641003	275.182550264229	246.061497371283	MG436-x-MG1522
MG307	62.8193166518619	278.423974593204	230.711639565623	MG307-x-MG1522
MG1467	63.4559734562054	264.603396135595	239.033159519623	MG1467-x-MG1522
MG481	62.5009882496901	269.385387522023	236.480193613042	MG481-x-MG1522
MG93	61.0685104399171	271.29106006708	233.955282276863	MG93-x-MG1522
MG170	64.092630260549	264.238290647991	223.596466138909	MG170-x-MG1522
MG1473	61.7051672442606	260.711905938446	225.164850217573	MG1473-x-MG1522
MG345	65.0476154670643	264.879451504271	234.105574618302	MG345-x-MG1522
MG286	62.1826598475183	267.871535500249	224.36329106323	MG286-x-MG1522
MG566	64.092630260549	NA	216.414496116	MG566-x-MG1522
MG870	61.227674641003	NA	237.695891663795	MG870-x-MG1522
MG1460	60.5910178366594	257.034136026724	223.270498749477	MG1460-x-MG1522
MG264	60.1135252334017	276.553922095719	236.09277335511	MG264-x-MG1522
MG855	63.6151376572913	254.37153747078	231.310137067532	MG855-x-MG1522
MG1284	63.4559734562054	274.327669122521	225.031257025182	MG1284-x-MG1522
MG242	59.1585400268864	258.165072537108	202.868146407611	MG242-x-MG1522
MG1345	NA	NA	NA	MG1345-x-MG1522
MG1002	64.2517944616349	268.717511630064	220.008152991302	MG1002-x-MG1522
MG979	62.0234956464324	270.471798972943	236.052695397393	MG979-x-MG1522
MG679	65.525108070322	242.955312224224	204.194058842086	MG679-x-MG1522
MG761	62.5009882496901	255.653859183341	210.563114289299	MG761-x-MG1522
MG887	62.9784808529478	271.041719734082	223.722043739756	MG887-x-MG1522
MG1243	60.7501820377453	266.989939322863	227.927557436207	MG1243-x-MG1522
MG1229	61.8643314453465	264.273910695562	238.337138987269	MG1229-x-MG1522
MG102	61.0685104399171	242.634731796083	229.860650930096	MG102-x-MG1522
MG68	60.5910178366594	269.812828092877	235.064105773703	MG68-x-MG1522
MG465	62.5009882496901	263.525889696567	218.693595978181	MG465-x-MG1522
MG321	61.0685104399171	266.037103050334	220.224573962975	MG321-x-MG1522
MG490	61.227674641003	259.278199023707	207.125316142905	MG490-x-MG1522
MG335	61.227674641003	259.821404749167	220.459697981582	MG335-x-MG1522
MG891	62.5009882496901	270.14231353291	252.41786146522	MG891-x-MG1522
MG588	61.5460030431747	262.786773709466	222.452908412047	MG588-x-MG1522
MG351	59.4768684290582	244.237633936785	190.083277895847	MG351-x-MG1522
MG1189	NA	NA	NA	MG1189-x-MG1522
MG827	62.660152450776	267.159134548826	243.76102259832	MG827-x-MG1522
MG665	61.227674641003	263.000493994893	209.652008717196	MG665-x-MG1522
MG815	62.660152450776	263.018304018678	227.283638248885	MG815-x-MG1522
MG1217	60.7501820377453	261.050296390372	227.681745962209	MG1217-x-MG1522
MG593	61.8643314453465	259.857024796738	234.239390470466	MG593-x-MG1522
MG955	59.9543610323158	255.974439611482	204.628904683316	MG955-x-MG1522
MG857	63.1376450540336	253.792711697748	215.65835864707	MG857-x-MG1522
MG257	61.8643314453465	265.00412167077	223.978542669146	MG257-x-MG1522
MG1257	61.7051672442606	256.295020039622	223.901058617559	MG1257-x-MG1522
MG1239	62.660152450776	281.950359302749	258.482992399745	MG1239-x-MG1522
MG811	63.9334660594631	NA	236.651192899302	MG811-x-MG1522
MG985	61.3868388420888	271.041719734082	233.001426883195	MG985-x-MG1522
MG176	62.3418240486042	261.744887318009	216.676338773085	MG176-x-MG1522
MG1230	62.5009882496901	278.735650009452	223.706012556669	MG1230-x-MG1522
MG119	58.6810474236287	251.14792316559	203.266254120934	MG119-x-MG1522
MG984	63.7743018583772	257.791062037611	214.958330318944	MG984-x-MG1522
MG1471	60.9093462388312	269.323052438773	229.295551726285	MG1471-x-MG1522
MG1026	62.3418240486042	243.534137997255	192.341002847245	MG1026-x-MG1522
MG1342	NA	NA	NA	MG1342-x-MG1522
MG1334	NA	NA	NA	MG1334-x-MG1522
MG918	61.8643314453465	242.812832033939	221.926551234029	MG918-x-MG1522
MG1415	63.9334660594631	287.248841378959	213.168181540912	MG1415-x-MG1522
MG610	63.1376450540336	274.06942377763	232.600647306024	MG610-x-MG1522
MG1069	66.4800932768374	287.658471926027	258.923849934634	MG1069-x-MG1522
MG544	59.7951968312299	255.609334123877	222.729446320295	MG544-x-MG1522
MG1155	62.1826598475183	259.260388999921	233.367472230345	MG1155-x-MG1522
MG754	63.4559734562054	261.424306889869	247.514991304491	MG754-x-MG1522
MG1438	61.8643314453465	260.061840070272	239.301681836328	MG1438-x-MG1522
MG997	63.2968092551195	266.402208537938	246.459605084607	MG997-x-MG1522
MG1172	60.9093462388312	269.403197545809	230.09443901678	MG1172-x-MG1522
MG902	67.1167500811809	248.832620073465	212.577699630547	MG902-x-MG1522
MG1325	NA	NA	NA	MG1325-x-MG1522
MG807	61.0685104399171	267.880440512141	231.237996743642	MG807-x-MG1522
MG666	61.8643314453465	252.091854426226	238.131405470988	MG666-x-MG1522
MG98	62.9784808529478	256.571075408299	234.372093037121	MG98-x-MG1522
MG644	62.3418240486042	278.682219938095	240.354396192364	MG644-x-MG1522
MG1338	NA	NA	NA	MG1338-x-MG1522
MG255	62.3418240486042	258.325362751178	225.544254883962	MG255-x-MG1522
MG1420	61.0685104399171	251.130113141804	211.50093849988	MG1420-x-MG1522
MG1047	64.092630260549	275.574370787512	228.288259055661	MG1047-x-MG1522
MG948	60.4318536355735	257.612961799755	213.160165949369	MG948-x-MG1522
MG768	62.5009882496901	263.632749839281	221.349428642902	MG768-x-MG1522
MG548	NA	NA	NA	MG548-x-MG1522
MG797	61.7051672442606	281.861309183821	219.094375555352	MG797-x-MG1522
MG920	61.3868388420888	271.023909710296	240.584176483276	MG920-x-MG1522
MG912	64.092630260549	263.882090172279	202.364945378487	MG912-x-MG1522
MG532	62.0234956464324	266.731693977972	224.590399490294	MG532-x-MG1522
MG476	61.0685104399171	266.197393264404	233.607939976648	MG476-x-MG1522
MG906	63.1376450540336	273.223447647815	223.727387467452	MG906-x-MG1522
MG349	63.2968092551195	262.314808079148	214.330442314709	MG349-x-MG1522
MG839	61.7051672442606	270.658804222692	218.437097048791	MG839-x-MG1522
MG346	61.5460030431747	257.078661086188	226.18015847974	MG346-x-MG1522
MG963	61.5460030431747	263.516984684675	217.912075802697	MG963-x-MG1522
MG482	62.660152450776	280.935187946971	242.526621500633	MG482-x-MG1522
MG645	62.5009882496901	264.603396135595	225.993128010393	MG645-x-MG1522
MG339	60.5910178366594	257.452671585685	215.54881222931	MG339-x-MG1522
MG226	62.8193166518619	263.15187919707	234.206437478557	MG226-x-MG1522
MG626	61.7051672442606	271.798645744969	223.374701439541	MG626-x-MG1522
MG1454	60.9093462388312	255.306563719523	192.207409654854	MG1454-x-MG1522
MG209	63.2968092551195	258.645943179319	224.098776542297	MG209-x-MG1522
MG1433	62.1826598475183	266.927604239613	222.760172754545	MG1433-x-MG1522
MG1434	60.1135252334017	264.425295897739	231.20994217324	MG1434-x-MG1522
MG693	61.7051672442606	257.043041038617	223.52610706649	MG693-x-MG1522
MG1427	64.092630260549	263.650559863066	210.437118233848	MG1427-x-MG1522
MG1161	63.1376450540336	268.949041939276	242.37165339746	MG1161-x-MG1522
MG1297	62.1826598475183	271.789740733076	228.985615519939	MG1297-x-MG1522
MG527	61.7051672442606	272.243896339608	232.226586367331	MG527-x-MG1522
MG104	62.0234956464324	252.759730318185	222.661313792176	MG104-x-MG1522
MG1015	62.0234956464324	264.042380386349	251.228882052945	MG1015-x-MG1522
MG149	60.9093462388312	265.493897324874	218.987501001439	MG149-x-MG1522
MG576	62.5009882496901	274.238619003593	231.42235534914	MG576-x-MG1522
MG981	63.9334660594631	273.161112564566	247.604944049581	MG981-x-MG1522
MG77	63.1376450540336	262.733343638109	252.644969892284	MG77-x-MG1522
MG413	62.0234956464324	276.073051453508	231.294105884446	MG413-x-MG1522
MG1060	60.9093462388312	NA	242.104467012679	MG1060-x-MG1522
MG1410	61.8643314453465	256.838225765082	200.987154258753	MG1410-x-MG1522
MG296	61.8643314453465	284.28347241866	240.984956060447	MG296-x-MG1522
MG151	59.1585400268864	258.263027667929	206.831411119646	MG151-x-MG1522
MG752	58.9993758258005	251.993899295405	214.354489089339	MG752-x-MG1522
MG662	60.5910178366594	268.583936451672	229.194020900068	MG662-x-MG1522
MG408	62.5009882496901	272.991917338603	223.438826171889	MG408-x-MG1522
MG1040	NA	NA	NA	MG1040-x-MG1522
MG1339	NA	NA	NA	MG1339-x-MG1522
MG1018	61.227674641003	260.044030046487	240.545434457483	MG1018-x-MG1522
MG342	61.3868388420888	266.972129299077	230.187954251453	MG342-x-MG1522
MG239	60.4318536355735	285.27192873876	245.617967972547	MG239-x-MG1522
MG568	63.7743018583772	266.473448633081	243.413680298105	MG568-x-MG1522
MG478	62.1826598475183	226.953005852881	184.186474383733	MG478-x-MG1522
MG743	61.5460030431747	256.686840562905	241.623531520073	MG743-x-MG1522
MG319	63.7743018583772	272.849437148318	242.385012716699	MG319-x-MG1522
MG1289	61.7051672442606	277.693763617996	250.82008688423	MG1289-x-MG1522
MG1472	59.6360326301441	249.865601453028	199.465973103615	MG1472-x-MG1522
MG238	61.7051672442606	259.572064416169	230.334906763082	MG238-x-MG1522
MG860	62.0234956464324	255.386708826558	228.485976980399	MG860-x-MG1522
MG779	60.2726894344876	279.804251436587	241.353673271445	MG779-x-MG1522
MG232	63.7743018583772	268.334596118674	227.775261196882	MG232-x-MG1522
MG775	61.227674641003	242.982027259902	211.518305614891	MG775-x-MG1522
MG1071	63.6151376572913	257.523911680827	230.481859274712	MG1071-x-MG1522
MG825	63.7743018583772	NA	230.350937946169	MG825-x-MG1522
MG1214	61.0685104399171	252.911115520362	215.059861145161	MG1214-x-MG1522
MG1312	NA	NA	NA	MG1312-x-MG1522
MG987	61.5460030431747	257.924637216003	216.111684875462	MG987-x-MG1522
MG703	60.5910178366594	273.276877719172	218.116473387054	MG703-x-MG1522
MG1053	61.5460030431747	264.950691599414	234.039891294257	MG1053-x-MG1522
MG1212	63.4559734562054	256.081299754195	211.903499315163	MG1212-x-MG1522
MG1073	61.5460030431747	262.866918816501	241.978889411832	MG1073-x-MG1522
MG861	64.4109586627208	283.856031847806	231.002872725035	MG861-x-MG1522
MG439	61.5460030431747	263.062829078142	241.022362154317	MG439-x-MG1522
MG1142	63.1376450540336	275.004450026373	232.357507695873	MG1142-x-MG1522
MG878	60.9093462388312	271.255440019509	234.748825839662	MG878-x-MG1522
MG483	62.5009882496901	257.434861561899	226.864823590741	MG483-x-MG1522
MG1035	62.660152450776	271.193104936259	201.305106056643	MG1035-x-MG1522
MG297	63.4559734562054	259.474109285348	241.74910912092	MG297-x-MG1522
MG1173	61.5460030431747	267.310519751003	228.050463173206	MG1173-x-MG1522
MG965	61.8643314453465	274.550294419841	238.911589714548	MG965-x-MG1522
MG682	62.5009882496901	252.759730318185	210.739457303255	MG682-x-MG1522
MG859	62.660152450776	278.067774117493	229.811221448912	MG859-x-MG1522
MG393	NA	NA	NA	MG393-x-MG1522
MG135	63.4559734562054	284.262100390117	228.13061908864	MG135-x-MG1522
MG1307	61.227674641003	251.7534639743	227.516090403644	MG1307-x-MG1522
MG762	61.8643314453465	270.445083937265	219.31614025472	MG762-x-MG1522
MG1075	62.5009882496901	259.38505916642	225.191568856051	MG1075-x-MG1522
MG1196	62.3418240486042	255.983344623375	232.939974014696	MG1196-x-MG1522
MG1029	62.3418240486042	265.716522622194	237.7660280898	MG1029-x-MG1522
MG810	60.5910178366594	271.736310661719	212.462809485091	MG810-x-MG1522
MG390	61.0685104399171	269.697062938271	215.110626558269	MG390-x-MG1522
MG194	62.0234956464324	282.644950230387	228.584835942768	MG194-x-MG1522
MG1431	61.7051672442606	NA	200.563663838876	MG1431-x-MG1522
MG961	62.5009882496901	264.603396135595	225.391958644637	MG961-x-MG1522
MG1170	64.092630260549	263.454649601425	225.512192517788	MG1170-x-MG1522
MG1132	62.5009882496901	271.059529757867	224.865601466618	MG1132-x-MG1522
MG110	61.8643314453465	253.22279093661	227.202146401527	MG110-x-MG1522
MG630	62.8193166518619	264.514346016667	228.135962816336	MG630-x-MG1522
MG291	61.8643314453465	NA	234.658873094572	MG291-x-MG1522
MG1144	63.2968092551195	270.436178925372	241.269509560239	MG1144-x-MG1522
MG621	61.227674641003	232.206962869627	201.411980610555	MG621-x-MG1522
MG1265	61.8643314453465	271.718500637934	230.241391528409	MG1265-x-MG1522
MG980	62.0234956464324	240.194758537459	208.398904572574	MG980-x-MG1522
MG1095	62.5009882496901	245.110325102279	224.373978518621	MG1095-x-MG1522
MG557	61.8643314453465	236.321078364095	206.851895404693	MG557-x-MG1522
MG510	59.9543610323158	266.562498752009	215.949591806481	MG510-x-MG1522
MG1070	62.8193166518619	247.309863039798	242.425090674416	MG1070-x-MG1522
MG216	62.0234956464324	246.407488495392	224.188729287387	MG216-x-MG1522
MG234	62.660152450776	249.874506464921	248.249753862639	MG234-x-MG1522
MG355	62.1826598475183	282.270939730889	236.078451706369	MG355-x-MG1522
MG142	61.3868388420888	252.421339866259	232.191852137309	MG142-x-MG1522
MG308	61.5460030431747	263.908805207957	219.246671794677	MG308-x-MG1522
MG964	62.0234956464324	271.175294912474	259.816252459802	MG964-x-MG1522
MG204	60.2726894344876	264.701351266416	239.683758366564	MG204-x-MG1522
MG1220	60.4318536355735	284.212232323518	218.097770340119	MG1220-x-MG1522
MG923	60.4318536355735	278.789080080809	231.016232044274	MG923-x-MG1522
MG977	62.3418240486042	277.747193689352	236.633825784291	MG977-x-MG1522
MG1058	62.0234956464324	257.871207144646	233.168418373683	MG1058-x-MG1522
MG747	62.1826598475183	275.316125442621	227.596246319079	MG747-x-MG1522
MG594	59.7951968312299	260.827671093052	208.040874816968	MG594-x-MG1522
MG765	62.3418240486042	250.346472095239	236.48286547689	MG765-x-MG1522
MG455	62.660152450776	272.208276292037	229.930787356101	MG455-x-MG1522
MG1318	NA	NA	NA	MG1318-x-MG1522
MG966	62.9784808529478	277.51566338014	249.331858721001	MG966-x-MG1522
MG1464	62.660152450776	291.541057111283	234.734575894687	MG1464-x-MG1522
MG394	62.5009882496901	260.489280641126	228.27757160027	MG394-x-MG1522
MG184	63.1376450540336	NA	222.377205598573	MG184-x-MG1522
MG894	61.3868388420888	256.312830063408	222.821625623045	MG894-x-MG1522
MG63	59.7951968312299	229.651224456396	202.373851595766	MG63-x-MG1522
MG125	61.8643314453465	NA	240.626035679105	MG125-x-MG1522
MG946	61.3868388420888	254.433872554029	235.323276566941	MG946-x-MG1522
MG278	60.2726894344876	250.640337487701	198.429512590439	MG278-x-MG1522
MG530	61.5460030431747	271.540400400078	230.14253256604	MG530-x-MG1522
MG1007	61.0685104399171	250.016986655206	221.301335093642	MG1007-x-MG1522
MG1074	63.4559734562054	270.872524508119	242.743042472305	MG1074-x-MG1522
MG1009	63.2968092551195	272.644621874784	240.113928446062	MG1009-x-MG1522
MG871	61.227674641003	262.795678721359	231.205934377468	MG871-x-MG1522
MG1414	62.660152450776	275.921666251331	241.436501050727	MG1414-x-MG1522
MG340	61.8643314453465	265.369227158375	230.401703359278	MG340-x-MG1522
MG596	63.1376450540336	269.385387522023	223.361342120302	MG596-x-MG1522
MG600	60.9093462388312	238.778861646505	201.719244953053	MG600-x-MG1522
MG780	62.0234956464324	266.704978942293	217.873333776903	MG780-x-MG1522
MG389	62.9784808529478	267.764675357535	216.97558752404	MG389-x-MG1522
MG467	61.5460030431747	264.175955564741	229.179325648905	MG467-x-MG1522
MG207	62.3418240486042	263.730704970102	231.292324646334	MG207-x-MG1522
MG131	60.1135252334017	245.644625815846	224.64049693744	MG131-x-MG1522
MG968	61.0685104399171	262.252472995898	229.565409974914	MG968-x-MG1522
MG1491	61.3868388420888	259.037763702601	213.635757714279	MG1491-x-MG1522
MG751	63.7743018583772	271.67397557847	244.781674588183	MG751-x-MG1522
MG1311	NA	NA	NA	MG1311-x-MG1522
MG99	60.7501820377453	NA	232.659428310676	MG99-x-MG1522
MG812	62.8193166518619	265.983672978977	226.078627653523	MG812-x-MG1522
MG55	60.7501820377453	270.792379401084	233.137023973472	MG55-x-MG1522
MG197	60.4318536355735	262.0031326629	200.633132298919	MG197-x-MG1522
MG506	61.8643314453465	266.482353644974	251.838067010246	MG506-x-MG1522
MG619	61.7051672442606	276.945742619001	229.365020186328	MG619-x-MG1522
MG869	61.8643314453465	269.937498259376	222.907125266175	MG869-x-MG1522
MG469	61.8643314453465	277.782813736923	233.674736572843	MG469-x-MG1522
MG840	60.1135252334017	269.011377022526	222.899109674631	MG840-x-MG1522
MG813	61.3868388420888	266.75840901365	210.993284368796	MG813-x-MG1522
MG1163	61.8643314453465	265.200031932412	233.34876918341	MG1163-x-MG1522
MG1286	NA	NA	NA	MG1286-x-MG1522
MG589	63.1376450540336	261.718172282331	229.012334158417	MG589-x-MG1522
MG783	64.7292870648926	265.502802336767	245.052423449188	MG783-x-MG1522
MG990	62.8193166518619	266.188488252511	230.869279532644	MG990-x-MG1522
MG1027	61.8643314453465	258.61922814364	237.609056088741	MG1027-x-MG1522
MG1296	65.525108070322	269.421007569594	241.010338767001	MG1296-x-MG1522
MG631	62.9784808529478	268.174305904604	243.026260040173	MG631-x-MG1522
MG1292	63.1376450540336	259.019953678816	239.046073532674	MG1292-x-MG1522
MG1480	61.5460030431747	266.704978942293	243.707585321364	MG1480-x-MG1522
MG1398	61.5460030431747	228.538097969797	205.544463357379	MG1398-x-MG1522
MG999	61.227674641003	276.634067202754	217.528663340536	MG999-x-MG1522
MG1215	62.0234956464324	251.869229128906	220.382213929996	MG1215-x-MG1522
MG668	64.7292870648926	263.285454375462	252.190753038156	MG668-x-MG1522
MG86	62.8193166518619	262.715533614324	243.400320978866	MG86-x-MG1522
MG365	62.660152450776	277.916388915315	227.41188771358	MG365-x-MG1522
MG1477	62.5009882496901	270.551944079978	224.154885683101	MG1477-x-MG1522
MG704	61.0685104399171	267.862630488356	244.506472611859	MG704-x-MG1522
MG1498	61.3868388420888	260.141985177307	236.042007942001	MG1498-x-MG1522
MG198	60.9093462388312	259.233673964243	222.585165672514	MG198-x-MG1522
MG769	62.8193166518619	267.622195167251	227.756558149947	MG769-x-MG1522
MG1417	62.660152450776	280.427602269082	242.78579229387	MG1417-x-MG1522
MG552	61.7051672442606	240.55095901317	206.78242694465	MG552-x-MG1522
MG1197	NA	NA	NA	MG1197-x-MG1522
